"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 20 16:39:14 GMT 2024","Sun Oct 20 16:39:31 GMT 2024","17259","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_104_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Notification] on the widget “Trading instrument",""
"passed","Sun Oct 20 16:28:57 GMT 2024","Sun Oct 20 16:29:14 GMT 2024","16722","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnReg Role","","","TC_01.02!00_105_UnReg | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"passed","Sun Oct 20 16:29:14 GMT 2024","Sun Oct 20 16:29:36 GMT 2024","21965","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","","","TC_01.02!00_101_UnAuth | Markets > Menu item [Shares] > Click button [Sign up] in the block ""Shares trading""",""
"passed","Sun Oct 20 16:37:29 GMT 2024","Sun Oct 20 16:37:36 GMT 2024","7388","chromium","US_01.02.01_Markets_shares_instruments.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_101_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Add to favourite]",""
"passed","Sun Oct 20 16:19:19 GMT 2024","Sun Oct 20 16:19:25 GMT 2024","5218","chromium","US_01.00.00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_102 | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","","","TC_01.00!00_102_UnReg",""
"passed","Sun Oct 20 16:18:39 GMT 2024","Sun Oct 20 16:18:45 GMT 2024","5849","chromium","US_01.00.00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_101 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","","","TC_01.00!00_101_UnReg",""
"failed","Sun Oct 20 16:26:12 GMT 2024","Sun Oct 20 16:26:29 GMT 2024","16257","chromium","US_01.00.00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_105 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","","","TC_01.00!00_105_Auth",""
"failed","Sun Oct 20 16:20:03 GMT 2024","Sun Oct 20 16:20:20 GMT 2024","17294","chromium","US_01.00.00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_102 | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","","","TC_01.00!00_102_UnAuth",""
"passed","Sun Oct 20 16:18:47 GMT 2024","Sun Oct 20 16:19:04 GMT 2024","17029","chromium","US_01.00.00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_101 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","","","TC_01.00!00_101_UnAuth",""
"passed","Sun Oct 20 16:32:50 GMT 2024","Sun Oct 20 16:33:26 GMT 2024","35913","chromium","US_01.02.00_Markets_shares.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","","","TC_01.02!00_105_UnAuth | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
