"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 15 14:39:20 GMT 2024","Tue Oct 15 14:39:40 GMT 2024","19809","chromium","US_01.00,00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_103 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","","","TC_01.00!00_103_UnAuth",""
"passed","Tue Oct 15 14:52:52 GMT 2024","Tue Oct 15 14:53:10 GMT 2024","17999","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_104_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Notification] on the widget “Trading instrument",""
"passed","Tue Oct 15 14:38:59 GMT 2024","Tue Oct 15 14:39:14 GMT 2024","15294","chromium","US_01.00,00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_102 | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","","","TC_01.00!00_102_Auth",""
"passed","Tue Oct 15 14:50:06 GMT 2024","Tue Oct 15 14:50:24 GMT 2024","18077","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_104_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Notification] on the widget “Trading instrument",""
"passed","Tue Oct 15 14:37:13 GMT 2024","Tue Oct 15 14:37:19 GMT 2024","5690","chromium","US_01.00,00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_101 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Access thousands of global markets""","","","TC_01.00!00_101_UnReg",""
"passed","Tue Oct 15 14:49:27 GMT 2024","Tue Oct 15 14:49:45 GMT 2024","18619","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_102_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Long position overnight fee"" --> Click button [Go to platform]",""
"passed","Tue Oct 15 14:50:24 GMT 2024","Tue Oct 15 14:50:42 GMT 2024","18138","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_105_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [View detailed chart] on the widget “Trading instrument",""
"passed","Tue Oct 15 14:53:27 GMT 2024","Tue Oct 15 14:53:43 GMT 2024","16501","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_106_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]",""
"passed","Tue Oct 15 14:41:02 GMT 2024","Tue Oct 15 14:41:20 GMT 2024","18015","chromium","US_01.00,00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_104 | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","","","TC_01.00!00_104_Auth",""
"failed","Tue Oct 15 14:40:45 GMT 2024","Tue Oct 15 14:41:02 GMT 2024","16832","chromium","US_01.00,00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_104 | Markets > Menu section [Markets] > Click button [Try Demo] in the block ""Why choose Capital.com for your trading?""","","","TC_01.00!00_104_UnAuth",""
