"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 15 09:00:53 GMT 2024","Tue Oct 15 09:01:01 GMT 2024","7535","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_105_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [View detailed chart] on the widget “Trading instrument",""
"passed","Tue Oct 15 09:05:17 GMT 2024","Tue Oct 15 09:05:36 GMT 2024","19526","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_106_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]",""
"passed","Tue Oct 15 08:53:41 GMT 2024","Tue Oct 15 08:53:57 GMT 2024","16691","chromium","US_01.02.00_Markets.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnReg Role","","","TC_01.02!00_105_UnReg | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"passed","Tue Oct 15 09:01:37 GMT 2024","Tue Oct 15 09:01:59 GMT 2024","21461","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_102_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Long position overnight fee"" --> Click button [Go to platform]",""
"passed","Tue Oct 15 08:52:32 GMT 2024","Tue Oct 15 08:52:39 GMT 2024","6296","chromium","US_01.00,00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_103 | Markets > Menu section [Markets] > Click button [Create account] in the block ""Why choose Capital.com for your trading?""","","","TC_01.00!00_103_UnReg",""
"passed","Tue Oct 15 08:57:07 GMT 2024","Tue Oct 15 08:57:42 GMT 2024","34791","chromium","US_01.02.00_Markets.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnAuth Role","","","TC_01.02!00_105_UnAuth | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"passed","Tue Oct 15 08:53:21 GMT 2024","Tue Oct 15 08:53:27 GMT 2024","6306","chromium","US_01.02.00_Markets.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_UnReg Role","","","TC_01.02!00_102_UnReg | Markets > Menu item [Shares] > Click button [Try Demo]  in the block ""Shares trading""",""
"passed","Tue Oct 15 08:59:43 GMT 2024","Tue Oct 15 09:00:13 GMT 2024","29519","chromium","US_01.02.00_Markets.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_Auth Role","","","TC_01.02!00_105_Auth | Markets > Menu item [Shares] > Click four random trading instruments on the widget “Trading instrument”",""
"failed","Tue Oct 15 08:51:55 GMT 2024","Tue Oct 15 08:52:14 GMT 2024","19762","chromium","US_01.00,00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_102 | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","","","TC_01.00!00_102_UnAuth",""
"passed","Tue Oct 15 09:04:37 GMT 2024","Tue Oct 15 09:04:57 GMT 2024","20089","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_104_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Notification] on the widget “Trading instrument",""
"passed","Tue Oct 15 09:01:09 GMT 2024","Tue Oct 15 09:01:17 GMT 2024","8096","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_107_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Buy]",""
"passed","Tue Oct 15 08:57:42 GMT 2024","Tue Oct 15 08:58:05 GMT 2024","22147","chromium","US_01.02.00_Markets.spec.ts","US_01.02!00 | Menu [Markets] > Menu item [Shares], FCA license, EN language > US_01.02!00_Auth Role","","","TC_01.02!00_101_Auth | Markets > Menu item [Shares] > Click button [Sign up] in the block ""Shares trading""",""
"passed","Tue Oct 15 09:01:01 GMT 2024","Tue Oct 15 09:01:09 GMT 2024","8330","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnReg Role","","","TC_01.02!01_106_UnReg | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Sell]",""
"passed","Tue Oct 15 09:01:17 GMT 2024","Tue Oct 15 09:01:37 GMT 2024","19909","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_101_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Click button [Add to favourite]",""
"passed","Tue Oct 15 09:01:59 GMT 2024","Tue Oct 15 09:02:20 GMT 2024","21658","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_UnAuth Role","","","TC_01.02!01_103_UnAuth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Short position overnight fee"" --> Click button [Go to platform]",""
"passed","Tue Oct 15 09:04:15 GMT 2024","Tue Oct 15 09:04:37 GMT 2024","22348","chromium","US_01.02.01_Markets.spec.ts","US_01.02!01 | Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument , FCA license, EN language > US_01.02!01_Auth Role","","","TC_01.02!01_103_Auth | Markets > Menu [Markets] > Menu item [Shares] > Page of ""Shares"" trading instrument > Hover over tooltip ""Short position overnight fee"" --> Click button [Go to platform]",""
"passed","Tue Oct 15 08:52:15 GMT 2024","Tue Oct 15 08:52:32 GMT 2024","17241","chromium","US_01.00,00_Markets.spec.ts","US_01.00!00 | Menu Markets > Menu section [Markets] , FCA license, EN language > TC_01.00!00_102 | Markets > Menu section [Markets] > Click button [Try demo account] in the block ""Access thousands of global markets""","","","TC_01.00!00_102_Auth",""
